EX_glc__D_e,EX_fru_e,EX_lac__D_e,EX_pyr_e,EX_ac_e,EX_akg_e,EX_succ_e,EX_fum_e,EX_mal__L_e,EX_etoh_e,EX_acald_e,EX_for_e,EX_gln__L_e,EX_glu__L_e,EX_co2_e,EX_h_e,EX_h2o_e,EX_nh4_e,EX_o2_e,EX_pi_e,EX_co2_e_flux,EX_h_e_flux,EX_h2o_e_flux,EX_nh4_e_flux,EX_o2_e_flux,EX_pi_e_flux,Biomass_Ecoli_core_flux
0.106,,2.2025,,0.3287,,5.7351,0.4304,,,9.6567,,,1.2247,100,100,100,100,100,100,26.156674377036882,-2.301246461758396,22.56209318630741,-2.8554822419403707,-26.209646125513387,-2.7526713639645903,0.7482728583370695
2.8311,0.1834,1.0273,4.8018,,0.2673,,,4.3209,,0.122,,0.2136,,100,100,100,100,100,100,27.3303255506703,-2.1509372794690518,21.855240125019037,-3.183108861540929,-19.52996962438886,-2.4356740039888964,0.6621018305349419
,0.2097,,3.0439,,,0.3596,,0.7372,0.2443,,1.3064,5.793,4.2025,100,100,100,100,100,100,32.921479924525265,-9.992544489806898,8.773721715076174,11.64699360887434,-24.850999756761833,-2.7940433467271704,0.7595192178560874
3.1008,,0.5444,0.1177,,1.2837,0.4507,8.2442,,,,0.1024,3.3265,0.2541,100,100,100,100,100,100,39.99101774245071,-9.065980934628032,16.674932432370788,1.8200347178633858,-27.310060639186702,-3.431959186729018,0.9329271717533404
2.1188,0.2274,,,,,,,,,0.1886,0.1009,0.1143,,100,100,100,100,100,100,7.089933382382675,3.512291079869914,8.105465435334041,-0.7882659461771993,-6.911487959778608,-0.6860227325781386,0.18648509869740285
,2.5462,1.5803,,,,,0.9401,,,0.1275,,0.2824,,100,100,100,100,100,100,11.82310231727368,2.3960861314164688,11.427504168504447,-1.1806902441369547,-10.435474325921188,-1.177584903371962,0.32010897963192464
,2.9581,,0.2963,0.5532,,0.1757,,4.4695,1.098,0.5584,,,,100,100,100,100,100,100,19.718761486286976,0.1922520035032682,19.627182127080566,-2.8085323252593506,-15.794997830691255,-1.89476009846899,0.5150624129363546
,2.3541,3.122,,3.0198,,,9.5996,,,,,,,100,100,100,100,100,100,34.82509114342884,-9.736521432886073,21.292354935766056,-4.2416799965483065,-24.32617221663719,-2.8616248905704142,0.7778902575829492
4.8291,0.9246,0.8248,,,0.3301,7.6095,5.5649,,,0.7233,0.3958,0.2356,4.0298,100,100,100,100,100,100,53.50557957734233,-7.792707490723455,35.715008280960184,-3.265541150278301,-40.38812130565866,-5.2396520924165255,1.4243216604823752
,,,,0.1831,7.0024,,,,0.6276,0.8793,0.1064,,,100,100,100,100,100,100,20.67010717201149,-5.834075696926405,10.326436471777676,-2.2707743349850387,-14.25350870357762,-1.5319647788492992,0.4164418894852256
0.1334,0.1899,,,0.9444,,,0.1167,6.4994,,,,,0.1351,100,100,100,100,100,100,18.53404229630938,-8.585390275380735,13.659499574375996,-1.4581749225525305,-11.512586923296805,-1.0748937165481964,0.29219390451740956
,,,0.4144,0.4748,,,,0.9749,0.2412,,0.195,2.8204,9.1013,100,100,100,100,100,100,32.66306840717414,-10.881484824474175,10.588964344591904,10.447023715398446,-24.850678425398197,-2.8976483876473917,0.7876827106443556
,4.9413,0.6426,1.6819,0.2833,0.285,1.2522,1.2309,,3.8318,1.2164,,,9.1418,100,100,100,100,100,100,43.74634903629862,2.140347276658678,33.70254510519657,1.3763312607096336,-38.98606813667023,-5.238928596542601,1.424124988866338
0.1674,,5.5497,0.9874,,,9.0391,,,,0.5152,3.8724,,0.4781,100,100,100,100,100,100,31.0474757762809,-11.832753752680487,25.053735056638544,-3.2564281922923155,-25.260982927999432,-2.5194778574284435,0.6848826643728575
9.3321,0.1133,3.4997,,,,,,0.7989,0.135,,6.5833,0.847,,100,100,100,100,100,100,29.593660188677866,14.552051423790479,34.13925699782344,-4.1077007579085585,-27.276186419931868,-3.914083879496447,1.063985614346493
,0.3572,,,0.5168,,,0.1542,3.2731,0.2363,,0.2462,0.4214,,100,100,100,100,100,100,11.85085881567215,-4.624729587065904,8.544905389748774,-0.13290609509705986,-8.242290084645576,-0.6582544769721165,0.17893671051515916
0.2176,,2.9192,,0.5338,,1.033,,0.1166,,0.423,4.3728,1.5712,,100,100,100,100,100,100,12.91433134498134,-3.465727463672749,9.022521130804984,1.6666992938142942,-11.39425400005372,-0.9955729511160114,0.27063173162149823
6.0328,0.2111,,5.8057,1.1345,,,1.3168,,2.746,0.7161,0.2147,0.106,,100,100,100,100,100,100,29.245631962927046,9.36431871141651,30.188326217236366,-4.993471949631674,-26.973370335695435,-3.5118415605028694,0.9546420095421946
0.4247,,,,,,2.0106,6.3473,,,,,,0.3226,100,100,100,100,100,100,21.826940420122856,-9.929219309552582,9.175247462071786,-1.6975402666436543,-13.884731264777585,-1.3628759534371384,0.37047760171721966
0.1154,2.9932,4.8694,4.0963,,1.6887,0.743,,1.4272,,0.3221,,0.2413,,100,100,100,100,100,100,30.30212522059969,-1.0345825680636562,25.792172956452042,-3.9023420863840013,-23.877281935302495,-2.958275831349165,0.8041633814524628
3.3598,,,0.1371,0.4795,0.6556,,,0.2698,0.5257,,5.4047,0.1426,,100,100,100,100,100,100,12.170629333632718,4.544464247096878,13.200216711576564,-1.6983210332287808,-11.210534170319223,-1.3381709992918613,0.3637619265751139
,0.5797,,,0.181,0.6019,,0.2179,,0.2841,0.1001,,0.5741,0.6691,100,100,100,100,100,100,8.281389311842231,-1.2786799848563544,4.965065000691293,0.9941283460331399,-6.999610858726197,-0.5553479979914768,0.1509631114229131
,1.805,9.196,,2.504,1.1624,4.7744,,,1.8629,,1.7486,4.4883,1.3133,100,100,100,100,100,100,46.76082591297588,-9.57658390135922,34.729247954298856,3.3311333827184426,-40.69793160431993,-4.694691673084206,1.2761822581575615
,2.8873,0.1408,,,,5.6817,,5.6823,1.5762,0.1346,0.2836,,,100,100,100,100,100,100,32.922660591319,-6.982607697286166,28.903623263796035,-4.3182566993139755,-25.127455909306644,-2.91328692043837,0.7919338136946111
,0.1162,,0.2757,1.1233,,,,,0.9479,0.3196,2.9863,,,100,100,100,100,100,100,4.207970420110908,-0.41006866626933197,5.239281656772304,-0.26881579145396645,-5.120826226944107,-0.18135501981031618,0.0492986706745097
,,1.5254,0.1616,0.7705,1.0586,,,0.2984,1.6375,0.5875,2.5425,,1.8307,100,100,100,100,100,100,13.104839173301212,-2.428076835342602,10.829526504339626,0.08971197645843453,-12.313815740566397,-1.1745475062724495,0.3192833083079458
,,0.1234,0.881,0.1906,,,,8.7713,0.3578,0.9206,,,0.4599,100,100,100,100,100,100,24.783617389814534,-10.912142884931011,17.744987924660435,-1.91727537373123,-15.655959824972497,-1.6037476245864675,0.435954990781109
,0.7535,,,0.8428,,0.2735,,,,,0.6217,,0.1227,100,100,100,100,100,100,5.135395644186586,-0.3253620383354168,5.092137899817163,-0.23334608361737966,-4.861806926964231,-0.24020443218222692,0.06529601005306994
,9.6746,,2.5382,,0.3544,0.6977,,,0.6154,0.1832,,,,100,100,100,100,100,100,28.528834610189318,15.765418254270434,32.61023806439703,-5.54734553224753,-26.087339112494302,-3.7424845968088123,1.0173388960254426
,3.9876,5.536,,,4.5622,,,0.1205,,0.3261,2.1408,,2.7236,100,100,100,100,100,100,35.05783054942808,-0.06070002987938188,27.73288800418121,-2.791148801449367,-28.00714619471939,-3.7204934008017827,1.0113609157587602
,1.01,,,,0.6689,1.9597,,0.1704,0.1896,1.9629,,1.5754,5.9714,100,100,100,100,100,100,28.356517797389632,-5.792372238973484,13.819583435596096,5.072224469824249,-23.076343958181113,-2.732292580482996,0.7427331884858692
0.6291,,,,,,1.1614,0.7901,6.611,,,,0.1475,,100,100,100,100,100,100,22.393864542129172,-9.70426870122806,15.400582741170751,-1.802325006278343,-13.893640715882402,-1.4149481918640203,0.3846326669377833
1.5156,0.7948,1.4406,0.5868,0.1577,,,,,3.3014,5.2904,1.2164,0.2835,,100,100,100,100,100,100,14.387319949335373,8.784458795369176,20.440697560949868,-2.568919631076222,-19.23389379662718,-2.115630051870605,0.5751026318728399
3.8321,0.5726,7.8215,,0.1229,,0.1031,0.5912,,,,0.4781,3.3405,1.0826,100,100,100,100,100,100,32.604018585161185,1.8203126172096251,26.394253765061517,2.327241954181406,-28.597104600278026,-3.667607530654502,0.996984676829995
,,1.1583,,,,0.2864,,0.2617,8.7912,,9.0137,0.158,0.1869,100,100,100,100,100,100,8.659720111047447,4.746091760698087,18.84763674821745,-1.5875370983417056,-16.430356655686385,-1.410301304590233,0.38336947959611617
9.766,,,0.7731,0.1153,8.7395,1.2324,0.8872,0.1501,,,0.5618,0.201,1.6359,100,100,100,100,100,100,54.247302706075125,5.878647564148047,40.750449014962605,-6.785319597098222,-40.67860798479337,-5.952534098416433,1.6181080540453032
,,1.2293,1.0349,,,4.5854,0.2261,,2.2635,2.6183,0.2952,0.214,,100,100,100,100,100,100,17.761376254920016,-3.3066552918822882,16.58165457355477,-2.020743399024147,-17.671594872215387,-1.6520305791501861,0.44907999541962806
6.5146,,,,,3.8463,0.8373,2.8949,2.641,5.0713,,0.1977,,,100,100,100,100,100,100,40.42919449919682,4.791995484628543,37.70194123440263,-6.858403398732943,-34.24552915125169,-4.6269822078416345,1.2577764448967401
0.1984,,,0.8421,,,0.3561,7.7283,,,,5.6778,,,100,100,100,100,100,100,21.53827418120312,-10.168271481358097,7.3682420366964,-1.8599942565528702,-12.816519104911903,-1.2548343734560439,0.34110810162721367
3.3811,1.4274,1.403,,0.6534,,5.1042,9.1512,5.3846,0.1654,4.519,,0.2517,8.1676,100,100,100,100,100,100,78.12261271782104,-17.508907135845845,47.17361575170158,-2.383041434180457,-56.90629023725031,-7.457545155501609,2.0272229742848524
,7.2196,,0.1151,1.9451,,1.8411,,,1.1336,,5.5475,3.3511,,100,100,100,100,100,100,30.893671244880156,7.846863308566524,27.386222656890208,1.186482595765112,-28.204181527480657,-3.721146863071973,1.011538549778992
0.1931,3.4502,,3.0266,0.1068,2.9905,3.2126,,,2.0753,4.659,3.4059,,,100,100,100,100,100,100,31.48402654085155,3.759195915698734,28.34711003877359,-5.245886060275282,-28.666496333566435,-3.539106706634141,0.9620536348802968
4.135,,1.1096,3.8818,8.1326,1.0029,,,,7.8592,0.1395,0.1425,0.3973,,100,100,100,100,100,100,32.58950859817567,5.97531509019025,41.32166545774614,-5.1582796831401065,-36.11388194733972,-4.016075867511674,1.0917106226415934
1.9096,,1.9753,0.8972,0.2832,0.5196,0.1761,,9.0774,,1.6106,,,,100,100,100,100,100,100,32.43774338150432,-8.07156197631293,26.560566925858733,-3.9768847046641076,-22.266216223519017,-2.682982277554252,0.7293289144410403
0.404,2.7626,0.3801,,1.3384,5.8074,,,6.8168,,0.2076,0.6352,,0.1737,100,100,100,100,100,100,40.40893764033944,-8.460967600315115,28.476159700771426,-4.951098150997098,-26.71513043259887,-3.457415448590299,0.9398470787480012
,4.5022,1.4673,0.4794,7.274,7.6015,0.8589,0.1464,,6.1866,,,,0.1819,100,100,100,100,100,100,44.88265950189416,0.46208052641832253,43.7703654354257,-7.228085661737521,-40.99019795121656,-4.999103993147395,1.3589322296320299
0.102,,,,,0.5961,1.8426,0.9719,0.2157,2.3661,2.5569,,,,100,100,100,100,100,100,12.17168440877867,-0.9418864903502575,11.635097643558952,-1.7154067111374969,-12.747534713439384,-1.1572892217322315,0.31459189978313823
,1.9422,0.5249,,,0.7336,0.2617,,0.1248,0.823,1.0018,,,8.196,100,100,100,100,100,100,28.250816035023984,-2.743171827671801,16.788515754789604,3.7342917478534807,-23.54149682465395,-3.0100656813327884,0.818241683565603
1.9744,,2.8906,0.118,,3.9127,,,,3.2214,5.4894,,,,100,100,100,100,100,100,23.832280827731083,5.204864179617539,24.934483331719395,-4.359756659951085,-24.902327344278643,-2.9412846289909687,0.7995445752551126
1.44,,,,3.6646,,,,2.1564,0.1481,0.1219,,4.4322,,100,100,100,100,100,100,24.114627572649212,-5.914556308992802,12.777744219846264,5.8941071586079765,-19.321417531214838,-2.003890895618546,0.5447280005487137
1.0916,,0.1047,8.4528,,,1.5498,,0.8476,,,0.6435,1.1531,,100,100,100,100,100,100,24.95149384056106,-4.993094457629537,14.51492904160014,-0.5929188106399554,-17.911374082458646,-1.9558737471943344,0.5316752513644284
,1.3845,1.9219,,1.3683,,,,0.743,0.4826,0.2796,,3.0064,0.4615,100,100,100,100,100,100,18.626059739101738,-2.2752890311800553,11.850218332385511,3.9091705099311262,-16.22765223406421,-1.730549782701797,0.4704242756141568
1.4602,1.6091,,,0.8847,6.2938,,,,0.1317,7.4947,2.6319,,2.2044,100,100,100,100,100,100,33.96380069136099,2.8434103014016774,24.62480472124782,-3.4290301979802096,-29.25245356476823,-3.8005611189315163,1.0331261366601037
0.2127,4.166,1.1338,7.8486,,1.9304,,,0.4269,9.1898,0.3568,6.4989,4.9475,6.1966,100,100,100,100,100,100,58.60347813098799,2.097581090396731,42.250301589357015,5.739766065318269,-53.923237342423285,-6.983804925086932,1.8984437233497948
,,1.1464,2.2869,,,0.1856,8.2389,,,0.3046,,,1.0028,100,100,100,100,100,100,27.989439372753278,-12.091072041626353,10.736319710738163,-1.7689479307786522,-17.577524726558078,-1.8699437193653439,0.508316448572963
5.1,,,,,,0.3048,,3.8573,,,9.1703,,,100,100,100,100,100,100,21.41522522221744,3.853156300415168,21.675096021556637,-3.310104109416944,-16.703718561254835,-2.233142603306919,0.6070466749957718
3.8476,0.24,,,6.5433,1.7567,9.1697,,1.1039,9.0077,0.14,,7.7162,8.3228,100,100,100,100,100,100,82.74280775603626,-14.017259556017164,55.84092823710045,10.526957157878906,-73.550912151984,-8.924357567361845,2.4259541597199847
,1.2705,0.1236,,0.5675,4.6861,,,1.6074,,4.0692,3.7055,,4.132,100,100,100,100,100,100,31.966003429231282,-4.6564986274483635,18.85408212505456,-0.4579205964232044,-24.6679507000784,-3.096563398265485,0.8417548042149364
9.6942,6.9034,,,,,,,,,,0.3782,0.123,0.6247,100,100,100,100,100,100,38.20360018141982,29.201389518645446,47.732144028360075,-7.473440273542876,-36.060629624963894,-5.629326002105789,1.5302487297430463
,4.9493,,,,9.6579,1.405,6.3749,8.8868,0.678,0.5924,,,5.6847,100,100,100,100,100,100,86.32031068570127,-21.925814069983275,48.556689640268644,-5.7571516011563215,-56.40416488242654,-7.719179042908945,2.0983442637097087
,,1.4563,1.446,,,0.7468,,,,,,,,100,100,100,100,100,100,7.480702410229136,-2.4097699897591682,6.009127008763455,-0.5398788494437281,-6.269837559539234,-0.36422614499865114,0.09900947209575418
0.9887,,,0.4604,0.2595,0.2567,,1.5215,5.1293,,,0.2357,,,100,100,100,100,100,100,20.270319243619753,-7.25258532920565,13.768650598950474,-1.9795117366354582,-12.7129241294171,-1.3354661505209773,0.3630266535789794
,0.8445,,,,4.4625,,0.5072,,,,,1.0748,,100,100,100,100,100,100,18.60615119900162,-4.463815359988087,8.211289134779436,0.07688779635807515,-12.659595767181196,-1.39834330684008,0.380118875374473
,0.4054,0.4059,,,0.2833,,,,,,,0.289,,100,100,100,100,100,100,4.639181718516335,-0.6678711805392441,3.526091258520319,0.3380798391447839,-4.160513962874331,-0.16186074965854033,0.04399944264510269
,,,,,,,6.1956,4.3257,,,,,,100,100,100,100,100,100,25.38584735198945,-13.170785214153552,11.527444242618575,-2.139752326234491,-14.410878106031465,-1.4435715380206182,0.3924134987959386
2.6221,1.2274,,,1.4708,,,,,0.2161,,,3.6414,0.1435,100,100,100,100,100,100,20.22552648718555,2.824039274995179,13.53884016289722,4.2012000479215486,-17.865392366257257,-2.175795039926471,0.5914575909768286
,0.5477,2.4798,2.4501,4.5187,,0.8384,7.3426,,,2.6832,1.0418,1.0659,6.9501,100,100,100,100,100,100,52.07730050804438,-16.761931841744698,26.113258789798827,2.264359255566597,-38.97859884016008,-4.599414454325694,1.2502825602320649
,,3.3841,1.2549,1.0312,0.9226,0.4207,0.7424,,,0.1729,2.1984,,,100,100,100,100,100,100,14.114128037823635,-4.431769835596848,11.073002955549375,-1.470524522455508,-11.385998144849232,-0.9920808686834474,0.2696824608376444
,,,,1.3121,,2.5846,,0.1567,1.005,,1.1711,1.2063,,100,100,100,100,100,100,12.296562360868636,-4.807238596868191,8.539159334197327,1.2165553928715311,-10.995827565845671,-0.8069045804437175,0.21934503505143563
1.007,0.1386,,,,,0.4224,,7.4233,,,4.2936,1.7785,0.4296,100,100,100,100,100,100,26.811034040342346,-9.508112950130254,16.619632219109604,1.1053994523664086,-17.461613303634742,-1.9437852946339031,0.5283891849386722
0.3121,,,,0.2415,7.4129,,0.1472,5.7012,0.5149,0.7262,0.6657,,1.6256,100,100,100,100,100,100,38.83510166184131,-13.710679101092355,21.198108564932188,-2.8063958543152285,-24.69933205958672,-2.9900203838889223,0.8127926669445479
,,9.1356,,,,,0.3595,0.1365,0.1595,,0.357,,0.7312,100,100,100,100,100,100,16.539909982533967,-3.6585374687086625,17.261666795242764,-1.4247660463920977,-15.380703111525689,-1.4545100306012575,0.39538696566756487
,,0.1406,3.0222,,,1.8256,1.6254,,,,1.095,1.2566,1.0804,100,100,100,100,100,100,19.637360129864902,-7.5077440896027605,8.233977860358303,1.6280216516343886,-14.002819165856408,-1.326066070666917,0.3604713813757353
0.7968,1.2787,2.2086,,2.5561,,,1.9198,0.5579,,,,0.1528,1.3407,100,100,100,100,100,100,20.21323522828599,-2.6401836361790205,16.33154068993193,-1.090134773112809,-16.408607660578436,-1.8461199016743957,0.5018402972991511
,,,,2.9721,1.4968,2.5251,0.2543,2.292,5.8343,,0.6551,,,100,100,100,100,100,100,21.537054232866094,-4.868175339528298,23.133760162913003,-3.0553959276480764,-21.417900676536508,-2.0613052008214217,0.5603352273415636
,,,,,3.0117,,,,,0.2687,,2.1379,,100,100,100,100,100,100,14.904721289516797,-4.934525282694527,4.415698882275537,2.817549835567134,-10.649243799951654,-0.9838000439955932,0.2674314415406515
0.2559,,,,,,,1.2409,9.8293,2.5219,,0.753,2.1946,0.2873,100,100,100,100,100,100,33.73650192769464,-13.182804614434206,21.84418670070644,0.8923232922027274,-23.14493262533911,-2.55297294141979,0.6939878058607076
,4.4256,7.3354,,,0.1453,,4.0755,,4.7532,1.6348,2.2169,7.998,,100,100,100,100,100,100,50.76452826446118,0.08776584730309238,34.65174754352869,7.335462412154793,-46.27912530354056,-5.842781621259921,1.588273471949311
,0.3449,,1.1931,6.9428,,,,0.5456,,6.1758,1.4754,2.1524,,100,100,100,100,100,100,21.353434424414395,-2.4652711636276314,17.176166084218547,1.2966188574789765,-21.58519132382963,-2.0294520189612757,0.5516764125808801
1.5765,,0.2525,0.8691,,,1.0004,,1.5152,,,0.6899,0.6535,3.717,100,100,100,100,100,100,22.041378410949864,-4.194636059349662,13.147372319687333,2.1157048287348856,-16.789563085337413,-1.9620645258459937,0.5333581226645238
,,,,,,,,3.7415,,7.6747,,,3.1157,100,100,100,100,100,100,21.265958527689133,-2.1051719111617944,15.508724584036749,-0.039972927358784,-19.13489429072473,-2.128956499023405,0.5787252287556457
,0.1423,,,,5.5625,0.2705,4.1557,3.0554,0.3234,3.7387,4.5314,,,100,100,100,100,100,100,35.011191146176174,-11.14262258679357,17.999487761767423,-4.062574502429315,-23.433746079007275,-2.740792404285245,0.7450437394419962
,0.2442,5.2183,5.2196,1.6638,4.7404,,0.7558,3.1384,,2.2588,,,,100,100,100,100,100,100,40.80824829714932,-10.942289992852025,28.14984065687358,-5.0093481877854655,-29.631168734374448,-3.3795277982699243,0.9186744769266191
,,0.1469,,,0.2145,,,6.0494,0.2102,,0.1092,,,100,100,100,100,100,100,16.197503810081727,-7.992110309601324,11.629695452192399,-1.272842725015249,-9.873936315511937,-0.8587159867432544,0.2334291969291464
8.3124,,,,1.2994,0.7209,1.7084,0.6785,,,,,1.2073,,100,100,100,100,100,100,29.926527877400233,9.743757351678424,28.941426097368602,-2.9331010452259267,-25.935460906598856,-3.607795597687878,0.9807256905123847
,,,2.4219,0.6077,,0.1716,0.1931,0.2585,,6.1851,,0.2562,0.4725,100,100,100,100,100,100,12.716021607729203,0.9939998084607715,10.20714639161511,-0.8437722669778112,-13.308157404411082,-1.2337031742464946,0.3353638987268581
,2.4806,,3.2009,,2.9016,,5.602,,0.8514,5.796,,,0.2552,100,100,100,100,100,100,35.4319402266182,-1.6080286143026652,22.50443732342645,-4.939494834094212,-27.84831355817332,-3.5045708418027868,0.9526655725671607
,,,1.9749,,,,0.2606,,,,0.1074,0.3646,0.1213,100,100,100,100,100,100,6.647917726222775,-2.1722139802852403,3.2859209785662515,0.4983007613010659,-5.082244615186272,-0.2376091804947561,0.06459052939754517
,1.6475,0.2905,,,0.1218,2.8739,,,0.7812,7.6752,,0.138,,100,100,100,100,100,100,16.506363332092764,4.735309703991702,17.856973440156462,-2.793771379557629,-18.846561899451448,-2.0710035163546463,0.5629715704881214
0.5017,,0.7114,,0.1612,2.2644,1.1019,0.1251,1.4522,,,,1.2476,,100,100,100,100,100,100,18.51025647752245,-6.074239086348429,10.041910555259422,0.5432930653061165,-13.07996411998144,-1.3168427304611119,0.3579641532229101
2.0336,6.0014,,0.2056,,1.8399,,1.5643,,0.8868,,3.2918,1.4375,,100,100,100,100,100,100,30.383694836073,10.314963238321118,27.280672294359483,-2.6169327390786457,-25.880347931794685,-3.7051006762119854,1.0071766320199977
1.4768,8.2603,0.7281,0.7972,1.2551,,0.1851,,,1.3057,,,,0.7722,100,100,100,100,100,100,28.07120063509668,16.352455799131967,34.49317605998183,-4.949014704960453,-27.28664148009285,-3.8597844291259813,1.0492251146127622
,0.2001,,,,,,9.26,3.7447,3.131,0.8376,3.5263,0.2719,,100,100,100,100,100,100,33.235764850393494,-12.750905981574508,18.298400271521036,-3.208002035078297,-22.849459610378453,-2.53113155561226,0.6880505492734553
0.1544,4.2211,,2.1555,,,0.7462,,3.1334,2.968,1.0676,,,,100,100,100,100,100,100,23.988693757972676,5.32063618956583,26.45401065424752,-4.141338044589457,-22.028199282959854,-2.79392977270965,0.7594883444449569
1.3563,0.1109,,,0.1068,,2.0356,0.4222,0.2911,,,3.6938,,0.5258,100,100,100,100,100,100,11.998560151969093,-1.6393310323812489,9.597638831317147,-0.8379080312378663,-9.715427439433492,-0.9200177403379446,0.25009316887431526
,,,,1.3771,0.1892,,2.9242,5.4553,,1.4377,0.1376,1.8908,2.2504,100,100,100,100,100,100,32.89659496508286,-13.64385794902094,15.8175671244125,2.456680573500568,-22.21810748177594,-2.4120685838951355,0.6556850474067304
0.1278,,,,,0.8119,,1.5357,2.6928,,,,2.2365,2.265,100,100,100,100,100,100,24.173362170033048,-9.621022618248231,8.982086275697696,4.165785019580456,-16.336852402782633,-1.735329967809086,0.4717236979936075
0.8135,0.2284,,1.5798,,2.572,,1.8702,,,,,0.2053,,100,100,100,100,100,100,17.51917448957742,-3.8799615951151463,8.979114413632418,-1.490768636797413,-11.781297237339759,-1.2827473599227284,0.3486958327460045
